,Event.Id,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Report.Status,Year,Manufacturer,Total.Passengers,Percentage.Seriously.Injured.or.Killed,Percentage.Uninjured
71187,20111209X35527,OPS12IA167,2011-12-01,"Chicago, IL",United States,Non-Fatal,,Boeing,737-7H4,2.0,Turbo Fan,,0.0,0.0,0.0,85.0,VMC,"The tower local controller did not ensure that the runway was clear of conflict before directing the B737 to cross the runway, and other air traffic control personnel did not effectively intervene when the separation between the two airplanes became questionable.",2011,Boeing,85.0,0.0,100.0
71192,20111206X05636,WPR12LA053,2011-12-02,"Oakland, CA",United States,Non-Fatal,,Boeing,737-7H4,2.0,Turbo Fan,,0.0,2.0,1.0,97.0,VMC,The flight crews flight into known severe turbulence associated with mountain wave activity.,2011,Boeing,100.0,2.0,97.0
71217,20111214X53854,DCA12CA021,2011-12-09,"Atlanta, GA",United States,Non-Fatal,Minor,Boeing,737-732,2.0,Turbo Fan,,0.0,0.0,0.0,279.0,VMC,the failure of the captain of N303DQ to maintain a safe clearance from N583NW that was stopped on the taxiway.,2011,Boeing,279.0,0.0,100.0
71253,20120105X34138,CEN12IA123,2011-12-22,"Denver, CO",United States,Non-Fatal,Minor,Boeing,737-7H4,2.0,Turbo Fan,,0.0,0.0,0.0,133.0,IMC,"The snowplow operators incapacitation due to fatigue, which resulted in the snowplow contacting a parked airplane. Contributing to the incident was the companys lack of a policy regarding employee fatigue.",2011,Boeing,133.0,0.0,100.0
71314,20120118X91324,ERA12LA147,2012-01-16,"Huntington, WV",United States,Non-Fatal,Substantial,Boeing,DHC-8-102,2.0,Turbo Prop,,0.0,0.0,0.0,36.0,VMC,"The inadequate communication among ground crew personnel, which resulted in the airplanes collision with a deice truck.",2012,Boeing,36.0,0.0,100.0
71334,20120207X14951,OPS12IA303,2012-01-25,"Farmersville, TX",United States,Non-Fatal,,Embraer,EMB-145LR,2.0,Turbo Fan,,0.0,0.0,0.0,53.0,,The flight's continued operation through an area containing substantial convective weather activity. Contributing to the accident was the air traffic control/traffic management unit's lack of awareness and recognition of the effect of weather movement on the departure route in use and the flight crew's acceptance of a route and limited weather deviation that was inadequate to maintain a safe distance from the thunderstorms in the area.,2012,Embraer,53.0,0.0,100.0
71363,20120208X05132,CEN12FA151,2012-02-03,"Pueblo, CO",United States,Non-Fatal,Substantial,Gates Lear Jet,35,2.0,Turbo Fan,Personal,0.0,0.0,0.0,10.0,IMC,The captain's failure to maintain airplane control during an attempted crosswind takeoff on a contaminated runway.,2012,,10.0,0.0,100.0
71368,20120207X34555,DCA12CA035,2012-02-04,"San Francisco, CA",United States,Non-Fatal,Substantial,Bombardier,CL600 2B19,2.0,Turbo Fan,,0.0,0.0,0.0,52.0,VMC,the driver's failure to ensure that the belt loader was clear of the airplane before turning.,2012,Bombardier,52.0,0.0,100.0
71381,20120208X70842,ENG12IA010,2012-02-08,"Jamaica, NY",United States,Non-Fatal,,Boeing,767,2.0,Turbo Fan,,0.0,0.0,0.0,210.0,,The failure of the American Airlines aviation maintenance technicians to properly reassemble the two-piece bracket and spray shield on the integrated drive generator fuel-oil heat exchanger that caused a fuel leak that sprayed out and ignited on hot engine cases. Contributing to the cause of the fire was the 767 Aircraft Maintenance Manuals lack of any graphical or pictorial displays of the correct assembly of the two-piece bracket and spray shield.,2012,Boeing,210.0,0.0,100.0
71431,20120221X32033,CEN12LA166,2012-02-19,"Detroit, MI",United States,Non-Fatal,,Boeing,737-832,2.0,Turbo Fan,,0.0,3.0,1.0,132.0,,"An in-flight encounter with forecasted turbulence, which resulted in a serious injury to a flight attendant. Contributing to the accident was the flight attendant not being seated with her seatbelt fastened when the encounter occurred.",2012,Boeing,136.0,2.2058823529411766,97.05882352941177
71448,20120229X70237,WPR12LA119,2012-02-23,"Pawnee, NE",United States,Non-Fatal,,Boeing,737-7H4,2.0,Turbo Fan,,0.0,1.0,1.0,138.0,VMC,"The airplane's encounter with moderate turbulence during cruise flight, which resulted in a serious injury to a flight attendant.",2012,Boeing,140.0,0.7142857142857143,98.57142857142858
71452,20120302X22622,DCA12FA046,2012-02-24,"Millville, NJ",United States,Non-Fatal,,Airbus,A321,2.0,Turbo Fan,,0.0,0.0,1.0,188.0,IMC,an encounter with convective turbulence that resulted in injury to a passenger who was not seated when the seatbelt sign was illuminated.,2012,Airbus,189.0,0.0,99.47089947089947
71483,20120410X01241,DCA12CA059,2012-03-03,"HARRISBURG, PA",United States,Non-Fatal,,Bombardier Inc,CL-600-2B19,2.0,Turbo Fan,,0.0,0.0,1.0,49.0,VMC,an inadvertent encounter with clear air turbulence during descent.,2012,Bombardier,50.0,0.0,98.0
71550,20120322X25316,WPR12LA144,2012-03-20,"Laverne, OK",United States,Non-Fatal,,Boeing,737-7H4,2.0,Turbo Fan,,0.0,0.0,1.0,141.0,VMC,"The airplanes encounter with severe turbulence during cruise flight, which resulted in a serious injury to a flight attendant.",2012,Boeing,142.0,0.0,99.29577464788733
71638,20120409X05702,DCA12FA058,2012-04-07,"Houston, TX",United States,Non-Fatal,Substantial,Bombardier Inc,DHC-8-402,2.0,Turbo Prop,,0.0,0.0,0.0,35.0,VMC,"the nose landing gear alternate release handle was not pulled with sufficient enough force or distance to release the uplocks and allow extension of the nose landing gear.

Contributing to the accident was the dissimilar pull force and pull length set on the flight simulator that was used for flight crew training of alternate landing gear extension procedures and the lack of information available to crew members advising of the dissimilar pull force.",2012,Bombardier,35.0,0.0,100.0
71675,20120417X44353,DCA12CA062,2012-04-15,"Buena Vista, CO",United States,Non-Fatal,Minor,Airbus Industrie,A319-132,2.0,Turbo Jet,,0.0,1.0,2.0,95.0,VMC,an inadvertent encounter with mountain wave turbulence.,2012,Airbus,98.0,1.0204081632653061,96.93877551020408
71804,20120511X73555,DCA12FA069,2012-05-10,"Fort Lauderdale, FL",United States,Non-Fatal,,Airbus,A319-112,2.0,Turbo Fan,,0.0,0.0,1.0,142.0,VMC,"an inadvertent encounter with convectively induced turbulence developing upwards into the flight path, which was not detected on weather radar as configured by the crew.

Contributing to the delay in emergency medical personnel notification was the incomplete coordination of paramedic response by air traffic control and ineffective communications monitoring by Frontier Airlines.",2012,Airbus,143.0,0.0,99.3006993006993
71944,20120530X64155,DCA12CA082,2012-05-30,"Chicago, IL",United States,Non-Fatal,Minor,Boeing,747,4.0,Turbo Fan,,0.0,0.0,0.0,24.0,VMC,the 747 flight crew's failure to maintain a safe clearance with the EMB-135 that was stopped on a taxiway.,2012,Boeing,24.0,0.0,100.0
71989,20120608X43116,DCA12CA086,2012-06-07,"Philadelphia, PA",United States,Non-Fatal,,Boeing,757 2B7,2.0,Turbo Fan,,0.0,1.0,1.0,184.0,VMC,an inadvertent encounter with convective turbulence.,2012,Boeing,186.0,0.5376344086021506,98.9247311827957
72024,20120612X01249,DCA12CA088,2012-06-11,"Minneapolis, MN",United States,Non-Fatal,,Airbus Industrie,A320-212,2.0,Turbo Fan,,0.0,0.0,1.0,149.0,IMC,Inadvertent encounter with convective turbulence while in descent.,2012,Airbus,150.0,0.0,99.33333333333333
72034,20120613X32202,DCA12LA091,2012-06-13,"Winnie, TX",United States,Non-Fatal,,Boeing,737-724,2.0,Turbo Fan,,0.0,0.0,2.0,79.0,IMC,the flight crew's penetration of a rapidly developing thunderstorm cell in an area of forecasted convective activity. The serious injuries were the result of a misunderstanding between the captain and cabin crew regarding the potential for turbulence.,2012,Boeing,81.0,0.0,97.53086419753086
72063,20120621X34639,DCA12IA096,2012-06-17,"Las Vegas, NV",United States,Non-Fatal,,Airbus,A320,2.0,Turbo Fan,,0.0,0.0,0.0,154.0,VMC,"the failure of the right main landing gear door retraction flexible hydraulic line in the Green hydraulic system, which led to prolonged operation of the power transfer unit and subsequent overheating and loss of pressure in the Yellow hydraulic system, resulting in the airplane's operation with only one hydraulic system. Contributing to the incident was the lack of incorporation of aircraft manufacturer service bulletins that describe procedures for aircraft modifications intended to prevent this occurrence.",2012,Airbus,154.0,0.0,100.0
72280,20120719X94744,CEN12LA457,2012-07-19,"Peoria, IL",United States,Non-Fatal,,Bombardier Inc,CL-600-2C10,2.0,Turbo Fan,,0.0,0.0,1.0,56.0,VMC,"The emergency ground egress during which a passenger broke her ankle. Contributing to the accident was the failure of the environmental system, which allowed smoke from a nearby house fire to enter the airplane.",2012,Bombardier,57.0,0.0,98.24561403508771
72345,20120727X13551,DCA12IA113,2012-07-27,"El Paso, TX",United States,Non-Fatal,Minor,Boeing,737-3H4,2.0,Turbo Fan,,0.0,0.0,0.0,76.0,VMC,the rupture of the nose landing gear hydraulic line that resulted from abrasions due to contact with the nose landing gear tire. Contributing to the incident was the incorrect installation of union and restrictor on the actuator.,2012,Boeing,76.0,0.0,100.0
72376,20120802X03552,CEN12IA502,2012-07-31,"Denver, CO",United States,Non-Fatal,Minor,Boeing,737-924ER,2.0,Turbo Fan,,0.0,0.0,0.0,157.0,VMC,"An in-flight collision with a bird during descent to land, which resulted in damage to the left pitot tube and loss of airspeed information to the left and right primary flight displays (PFD). The reason for the total loss of indications on the left PFD could not be determined based on available evidence.
",2012,Boeing,157.0,0.0,100.0
72419,20120807X32623,ERA12LA498,2012-08-05,"Hilton Head, SC",United States,Non-Fatal,,Embraer S.A.,ERJ 170-200 LR,2.0,Turbo Fan,,0.0,0.0,1.0,75.0,IMC,The passengers failure to adhere to flight and cabin crewmembers instructions to remain seated in anticipation of adverse weather and turbulence along the airplanes flight path.,2012,Embraer,76.0,0.0,98.68421052631578
72443,20120811X13221,DCA12CA122,2012-08-10,"Dulles, VA",United States,Non-Fatal,Minor,Airbus,A330,2.0,Turbo Fan,,0.0,0.0,0.0,270.0,VMC,the A330 flight crew's failure to maintain a safe clearance to the DHC-8 that was stopped in front of the gate.,2012,Airbus,270.0,0.0,100.0
72447,20120811X45234,CEN12FA534,2012-08-11,"Taylorville, IL",United States,Fatal,Substantial,Beech,G18 - S,2.0,Reciprocating,Skydiving,1.0,0.0,0.0,12.0,VMC,"The pilot's failure to maintain adequate airspeed and use the appropriate flaps setting during sport-parachuting operations, which resulted in an aerodynamic stall/spin and a subsequent loss of control. Contributing to the accident was the pilots failure to follow company guidance by allowing more than four passengers in the door area during exit, which shifted the airplanes center of gravity aft.",2012,Beech,13.0,7.6923076923076925,92.3076923076923
72607,20120907X13241,ERA12IA550,2012-08-31,"Nantucket, MA",United States,Non-Fatal,Minor,Cessna,402C,2.0,Reciprocating,,0.0,0.0,0.0,10.0,VMC,"Company maintenance personnels failure to comply with the airplane manufacturers service instructions by not removing the cracked drag brace from service nor inspecting the repaired drag brace at the appropriate interval, which resulted in the failure of the nose landing gear drag brace due to fatigue cracking and collapse of the nose landing gear during the landing roll. Contributing to the failure of the nose landing gear drag brace was the failure of the repair station to detect a remaining portion of a crack following repair.",2012,Cessna,10.0,0.0,100.0
72646,20120906X05700,DCA12IA141,2012-09-05,"Soldotna, AK",United States,Non-Fatal,,De Havilland,DHC8,2.0,Turbo Prop,,0.0,0.0,0.0,15.0,VMC,"an in-flight loss of control due to the flight crew's inattention to airspeed, pitch attitude, and engine power during the climb leading to an aerodynamic stall. Contributing to the incident was the flight crew's failure to recognize and properly recover from an aerodynamic stall in a timely manner.",2012,,15.0,0.0,100.0
72742,20120924X32520,DCA12CA149,2012-09-18,"Sophia, NC",United States,Non-Fatal,,Airbus Industrie,A330-323,2.0,Turbo Fan,,0.0,0.0,1.0,158.0,VMC,an encounter with moderate turbulence while the flight attendant was securing the cabin for arrival.,2012,Airbus,159.0,0.0,99.37106918238993
72762,20121001X90443,CEN12IA662,2012-09-21,"Denver, CO",United States,Non-Fatal,,Canadair Ltd,CL-600 Challenger,2.0,Turbo Fan,,0.0,0.0,0.0,10.0,VMC,"The internal failure of the galley heater mats thermostat, which resulted in an overheat condition.",2012,,10.0,0.0,100.0
72828,20121005X05550,CEN13LA004,2012-10-05,"Milwaukee, WI",United States,Non-Fatal,Substantial,Boeing,717-200,2.0,Turbo Fan,,0.0,0.0,0.0,108.0,VMC,"An obstruction (a sleeve of cups) that lodged under the catering truck brake pedal, which prevented the driver from stopping the truck before it struck the parked airplane.",2012,Boeing,108.0,0.0,100.0
72889,20121018X62210,WPR13CA016,2012-10-17,"Las Vegas, NV",United States,Non-Fatal,,Boeing,737-3H4,2.0,Turbo Fan,,0.0,0.0,1.0,85.0,VMC,"The flight attendant's encounter with an unseen obstruction in the aisle, which resulted in a fall.",2012,Boeing,86.0,0.0,98.83720930232558
72984,20121107X21801,ENG13IA005,2012-11-07,"Atlanta, GA",United States,Non-Fatal,,Boeing,MD-88,2.0,Turbo Jet,,0.0,0.0,0.0,147.0,Unk,"
The  4th stage turbine blade separation that resulted in an uncontained release of low pressure turbine blade material was Delta Air Lines' repair process for the turbine blades' tip shrouds.  It was not possible to identify the part of the repair process that led to the premature wear of the blade's tip shoud and subsequent separation.",2012,Boeing,147.0,0.0,100.0
73092,20130314X15433,DCA13CA066,2012-12-05,"New York, NY",United States,Non-Fatal,Substantial,Bombardier Inc,CL-600-2B19,2.0,Turbo Fan,,0.0,0.0,0.0,53.0,VMC,an inadvertant birdstrike on approach.,2012,Bombardier,53.0,0.0,100.0
73161,20121231X42414,CEN13CA117,2012-12-29,"CHICAGO, IL",United States,Non-Fatal,,Embraer,EMB-145LR,2.0,Turbo Fan,,0.0,0.0,1.0,49.0,VMC,"The presence of deice fluid on the floor, which resulted in a slip hazard and an injury to the flight attendant.",2012,Embraer,50.0,0.0,98.0
73222,20130118X53100,DCA13LA039,2013-01-17,"Miami, FL",United States,Non-Fatal,Minor,Airbus,A340 - 300,4.0,Turbo Fan,,0.0,0.0,0.0,397.0,VMC,"LV-BMT flight crew's incorrect evaluation of the clearance between the two aircraft, leading to the inadvertent collision of the left winglet with the horizontal stabilizer and elevator of F-GNZI. Contributing to the accident were the incorrect instructions given by the Miami Gates controller to the LV-BMT flight crew.",2013,Airbus,397.0,0.0,100.0
73289,20130220X32821,DCA13IA058,2013-02-07,"Bowman, GA",United States,Non-Fatal,Minor,Bombardier Inc,CL-600-2B19,2.0,Turbo Fan,,0.0,1.0,0.0,39.0,Unk,"the captain's inappropriate climb speed, his failure to monitor airspeed during the level off, and his inappropriate response to multiple stall warnings.",2013,Bombardier,40.0,2.5,97.5
73339,20130220X85257,DCA13CA056,2013-02-19,"Cincinnati, OH",United States,Non-Fatal,,Embraer,EMB-145LR,2.0,Turbo Fan,,0.0,0.0,1.0,53.0,VMC,an inadvertent fall out of the open service door because the safety strap was not attached.,2013,Embraer,54.0,0.0,98.14814814814815
