,Event.Id,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Report.Status,Manufacturer,Year
69762,20110330X93656,ERA11FA219,2011-03-30,"Greensboro, NC",United States,Fatal,Substantial,Beech,58,2.0,Reciprocating,,2.0,0.0,0.0,0.0,IMC,"The pilots spatial disorientation due to a somatogravic illusion while conducting a missed approach in instrument meteorological conditions, which resulted in the airplanes descent into objects and terrain.",Beech,2011
69764,20110406X43157,ANC11LA022,2011-03-30,"Dayton, OH",United States,Non-Fatal,Substantial,Boeing,737-301,2.0,Turbo Jet,Positioning,0.0,0.0,0.0,3.0,VMC,"The flightcrew's inadequate preflight inspection, resulting in in-flight structural damage to the airplane's fuselage from an unsecured pallet jack that was located in the airplane's empty cargo hold.",Boeing,2011
69770,20110401X24330,DCA11MA039,2011-04-01,"Yuma, AZ",United States,Non-Fatal,Substantial,Boeing,737,2.0,Turbo Fan,,0.0,2.0,0.0,120.0,VMC,"the improper installation of the fuselage crown skin panel at the S-4L lap joint during the manufacturing process, which resulted in multiple site damage fatigue cracking and eventual failure of the lower skin panel. Contributing to the injuries was flight attendant A's incorrect assessment of his time of useful consciousness, which led to his failure to follow procedures requiring immediate donning of an oxygen mask when cabin pressure is lost.",Boeing,2011
69777,20110403X60004,ERA11LA221,2011-04-01,"Sanford, FL",United States,Non-Fatal,Substantial,Cessna,310F,2.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,The failure of the nose landing gear due to inadequate servicing of the nose gear strut reservoir.,Cessna,2011
69781,20110403X03645,DCA11MA076,2011-04-02,"Roswell, NM",United States,Fatal,Substantial,Gulfstream,GVI,2.0,Turbo Fan,Flight Test,4.0,0.0,0.0,0.0,VMC,"The National Transportation Safety Board determines the probable cause(s) of this accident as follows: 

an aerodynamic stall and subsequent uncommanded roll during a one engine-inoperative takeoff flight test, which were the result of (1) Gulfstreams failure to properly develop and validate takeoff speeds for the flight tests and recognize and correct the takeoff safety speed (V2) error during previous G650 flight tests, (2) the G650 flight test teams persistent and increasingly aggressive attempts to achieve V2 speeds that were erroneously low, and (3) Gulfstreams inadequate investigation of previous G650 uncommanded roll events, which indicated that the companys estimated stall angle of attack while the airplane was in ground effect was too high. Contributing to the accident was Gulfstreams failure to effectively manage the G650 flight test program by pursuing an aggressive program schedule without ensuring that the roles and responsibilities of team members had been appropriately defined and implemented, engineering processes had received sufficient technical planning and oversight, potential hazards had been fully identified, and appropriate risk controls had been implemented and were functioning as intended.",Gulfstream,2011
69787,20110407X95823,DCA11FA072,2011-04-02,"Phoenix, AZ",United States,Non-Fatal,Substantial,Bombardier,CL600 2B19,2.0,Turbo Fan,,0.0,0.0,0.0,49.0,VMC,"inadequate clearance between the Integrated Drive Generator (IDG) power cables and hydraulic lines in the aft equipment bay that resulted in chaffing of the IDG power cables and hydraulic lines, arcing, and fire.",Bombardier,2011
69795,20110406X54825,CEN11IA270,2011-04-03,"Dubuque, IA",United States,Non-Fatal,Minor,Embraer,EMB-135KL,2.0,Turbo Jet,,0.0,0.0,0.0,47.0,VMC,The airport authorities' improper decision to deactivate the jet bridge braking system which created an unsafe condition by the gate agents not being able to stop the bridge from impacting the airplane during a wind gust.,Embraer,2011
69796,20110404X21934,DCA11IA040,2011-04-04,"New Orleans, LA",United States,Non-Fatal,Minor,Airbus,A320,2.0,Turbo Fan,,0.0,0.0,0.0,109.0,IMC,"the captain's failure to properly recognize and manage the abnormal condition, resulting in it escalating to an in-flight emergency.",Airbus,2011
69824,20110410X15653,ERA11FA233,2011-04-10,"Biddeford, ME",United States,Fatal,Substantial,Cessna,402B,2.0,Reciprocating,Positioning,1.0,0.0,0.0,0.0,VMC,"The pilot did not maintain minimum controllable airspeed while on final approach with a partial loss of power in the right engine, which resulted in a loss of control. Contributing to the accident was the partial loss of engine power in the right engine due to the improperly installed o-rings in the engines throttle and control assembly.",Cessna,2011
69826,20110410X85025,ERA11FA232,2011-04-10,"McComb, MS",United States,Fatal,Substantial,Cessna,310R,2.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,IMC,The pilot's impairment due to alcohol ingestion and his failure to maintain airplane control during an approach at night in instrument meteorological conditions.,Cessna,2011
69832,20110412X21246,ERA11LA239,2011-04-10,"Cedartown, GA",United States,Non-Fatal,Substantial,Beech,BE99,2.0,Turbo Prop,Skydiving,0.0,0.0,0.0,1.0,VMC,The failure of the left main landing gear bearings and supports due to inadequate lubrication by unknown maintenance personnel.,Beech,2011
69837,20110412X74253,CEN11IA280,2011-04-11,"Chickasha, OK",United States,Non-Fatal,Minor,Beech,90B,2.0,Turbo Prop,Instructional,0.0,0.0,0.0,4.0,VMC,The mechanic's improper installation of the aileron.,Beech,2011
69842,20110412X23201,DCA11LA045,2011-04-12,"Jamaica, NY",United States,Non-Fatal,Substantial,Airbus,A380,4.0,Turbo Fan,,0.0,0.0,0.0,576.0,VMC,the A380 flight crew's inability to identify that the wingtip path of their airplane would not maintain safe clearance from the CRJ701. Contributing to the accident was the failure of the CRJ701 flight crew to advise ATC that they were stopped with a portion of their airplane still extending onto the taxiway.,Airbus,2011
69862,20110415X10912,CEN11FA285,2011-04-15,"De Queen, AR",United States,Fatal,Substantial,Hawker-Beechcraft,E-55,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,The pilots loss of control during takeoff for undetermined reasons.,Hawker,2011
69884,20110504X12246,ERA11CA280,2011-04-21,"Teterboro, NJ",United States,Non-Fatal,Substantial,Bombardier,BD700 1A10,2.0,Turbo Fan,Positioning,0.0,0.0,0.0,4.0,VMC,The pilot's loss of aircraft control during landing in gusty wind conditions.,Bombardier,2011
69885,20110422X50707,CEN11FA302,2011-04-22,"Topeka, KS",United States,Fatal,Destroyed,Beech,58,2.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,IMC,The pilot failed to maintain control of the airplane while maneuvering in instrument meteorological conditions. Contributing to the accident was the pilots minimal experience flying in actual instrument conditions.,Beech,2011
69904,20110428X92611,CEN11LA307,2011-04-24,"Lake Heron, NM",United States,Fatal,Substantial,Cessna,320,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,The pilots controlled flight into terrain while conducting a flight at low altitude in instrument meteorological conditions.,Cessna,2011
69909,20110426X53639,DCA11IA047,2011-04-26,"Chicago, IL",United States,Non-Fatal,Minor,Boeing,737-7Q8,2.0,Turbo Fan,,0.0,0.0,0.0,139.0,IMC,"The flight crew's delayed deployment of the speedbrakes and thrust reversers, resulting in insufficient runway remaining to bring the airplane to a stop.

Contributing to the delay in deployment of these stopping devices was the flight crew's inadequate monitoring of the airplane's configuration after touchdown, likely as a result of being distracted by a perceived lack of wheel braking effectiveness.

Contributing to the incident was the flight crew's omission of the Before Landing checklist, which includes an item to verify speedbrake arming before touchdown, as a result of workload and operational distractions during the approach phase of flight.",Boeing,2011
69933,20110502X93712,ERA11FA274,2011-05-02,"Miami Gardens, FL",United States,Fatal,Substantial,Beech,E18S,2.0,Reciprocating,,1.0,0.0,0.0,0.0,VMC,The pilots improper response to a loss of power in the No. 2 engine and his failure to ensure that the airplane was airworthy. Contributing to the accident was the inadequate engine maintenance by the operator's maintenance personnel.,Beech,2011
69954,20110510X84704,DCA11FA052,2011-05-06,"Greenville, MS",United States,Non-Fatal,Substantial,Boeing,737,2.0,Turbo Fan,Positioning,0.0,0.0,0.0,2.0,,"The failure of a utility pipe beneath the ramp surface, which caused a localized void in the soil and resulting reduction in the load bearing capability of the ramp.",Boeing,2011
69982,20110513X41407,ERA11CA296,2011-05-12,"Atlanta, GA",United States,Non-Fatal,Minor,Boeing,737-732,2.0,Turbo Fan,,0.0,0.0,0.0,298.0,VMC,The B737-700 pilot did not maintain adequate wing tip clearance while taxiing around the stopped B-737-800.,Boeing,2011
69998,20110516X21316,ANC11TA031,2011-05-16,"Atqasuk, AK",United States,Non-Fatal,Substantial,Beech,B200,2.0,Turbo Prop,Public Aircraft - Local,0.0,3.0,0.0,0.0,IMC,"The pilot did not maintain sufficient airspeed during an instrument approach in icing conditions, which resulted in an aerodynamic stall and loss of control. Contributing to the accident were the pilots fatigue, the operators decision to initiate the flight without conducting a formal risk assessment that included time of day, weather, and crew rest, and the lack of guidelines for the medical community to determine the appropriate mode of transportation for patients.",Beech,2011
70005,20110517X80339,CEN11IA341,2011-05-17,"Denver, CO",United States,Non-Fatal,Minor,Beech,1900D,2.0,Turbo Prop,,0.0,0.0,0.0,11.0,VMC,"The fatigue failure of the nose landing gear (NLG) end cap, which resulted in insufficient hydraulic pressure to secure the left main landing gear into the down and locked position. Contributing to the fatigue failure was the NLG end caps non-optimum grain direction and the inadequate inspection procedure performed during overhaul.",Beech,2011
70018,20110519X02343,DCA11PA075,2011-05-19,"Point Mugu, CA",United States,Non-Fatal,Substantial,Boeing,707-321B,4.0,Turbo Fan,Public Aircraft,0.0,3.0,0.0,0.0,VMC,"the failure of a midspar fitting, which was susceptible to fatigue cracking and should have been replaced with a newer, more fatigue-resistant version of the fitting as required by an airworthiness directive. Also causal was an erroneous maintenance entry made by a previous aircraft owner, which incorrectly reflected that the newer fitting had been installed.",Boeing,2011
70051,20110525X21312,WPR11FA236,2011-05-25,"Sedona, AZ",United States,Non-Fatal,Substantial,Embraer-Empresa Brasileira De,EMB-500,2.0,Turbo Fan,,0.0,0.0,2.0,3.0,VMC,"The pilots unstabilized approach and excessive airspeed during approach, which resulted in an insufficient landing distance to stop the airplane before overrunning the runway.",Embraer,2011
70053,20110525X85612,ERA11FA312,2011-05-25,"Murphy, NC",United States,Fatal,Substantial,Beech,58,2.0,Reciprocating,,4.0,0.0,0.0,0.0,VMC,An in-flight fire that mostly likely occurred in the right front cockpit area behind the instrument panel and below the glare shield; the origin of the fire could not be determined because of the extensive fire damage.,Beech,2011
70072,20110609X11141,ERA11LA330,2011-05-27,"Camden, SC",United States,Non-Fatal,Substantial,Beech,C90,2.0,Turbo Prop,Personal,0.0,0.0,0.0,5.0,IMC,"The pilot's in-flight decision to continue toward his destination, through known significant weather, when safer alternatives were available.",Beech,2011
70089,20110701X11957,WPR11LA300,2011-05-31,"Los Angeles, CA",United States,Non-Fatal,Minor,Boeing,757-222,2.0,Turbo Fan,,0.0,0.0,0.0,190.0,VMC,"The ground crewmembers failure to follow proper procedures for removing a stuck or jammed tow bar, which resulted in a ground crew injury.",Boeing,2011
70093,20110803X75301,WPR11LA363,2011-06-01,"Fullerton, CA",United States,Non-Fatal,Substantial,Cessna,340A,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,"The pilot's inability to maintain directional control during landing due to the left brake's degraded performance due to oil contamination, which resulted from the fatigue failure of an oil line component.",Cessna,2011
70120,20110607X83931,CEN11IA379,2011-06-07,"Milwaukee, WI",United States,Non-Fatal,Minor,Bombardier Inc,CL-600-2B19,2.0,Turbo Fan,,0.0,0.0,0.0,44.0,VMC,"The failure of the right main landing gear (MLG) to extend normally, which resulted from the combination of a slightly worn uplock pin, the operation of the hydraulic pumps below their specified operating pressures, and contamination within the landing gear hydraulic system. Also causal to the accident was the failure of the right MLG to extend manually using the alternate gear selector handle due to the improper use of lubricant within the alternate release handle assembly, which prevented the handle from remaining in its fully extended position.",Bombardier,2011
70130,20110614X25647,CEN11CA387,2011-06-10,"Waukegan, IL",United States,Non-Fatal,Substantial,Beech,B200,2.0,Turbo Prop,,0.0,0.0,0.0,6.0,IMC,The lightning strike during an en route descent.,Beech,2011
70146,20110614X25149,ANC11CA044,2011-06-12,"Cold Bay, AK",United States,Non-Fatal,Substantial,Douglas,DC-6B,4.0,Reciprocating,,0.0,0.0,0.0,4.0,VMC,"The flight crew's failure to extend the landing gear, which resulted in an inadvertent wheels up landing. Contributing to the accident was the flight crew's diverted attention.",Douglas,2011
70149,20110621X32040,DCA11CA073,2011-06-12,"San Fransico, CA",United States,Non-Fatal,Substantial,Boeing,757-222,2.0,Turbo Jet,,0.0,0.0,0.0,190.0,VMC,The ramp personnel's failure to visually verify the position of the jetway before beginning the airplane pushback.,Boeing,2011
70150,20110613X14032,CEN11FA383,2011-06-13,"Oswego, IL",United States,Non-Fatal,Substantial,Boeing,B-17G,4.0,Reciprocating,Positioning,0.0,1.0,0.0,6.0,VMC,"An inadequate repair of the fuel tank that allowed the fuel leak to continue, ultimately resulting in an in-flight fire.
",Boeing,2011
70161,20110615X75017,ERA11LA344,2011-06-15,"Gray, TN",United States,Non-Fatal,Substantial,Beech,A100,2.0,Turbo Prop,Positioning,0.0,0.0,0.0,2.0,IMC,"An encounter with convectively-induced turbulence and icing, which resulted in an in-flight upset and a loss of airplane control.",Beech,2011
70165,20110616X82736,ERA11LA345,2011-06-15,"Nashville, TN",United States,Non-Fatal,Substantial,Cessna,525A,2.0,Turbo Fan,Business,0.0,0.0,0.0,5.0,IMC,The pilot-in-command's failure to execute a go-around when the airplane was high and fast on the final approach.,Cessna,2011
70209,20110620X85053,WPR11LA269,2011-06-20,"Caldwell, ID",United States,Non-Fatal,Substantial,Cessna,402,2.0,Reciprocating,Skydiving,0.0,2.0,0.0,7.0,VMC,The total loss of power in one engine during takeoff due to the blockage of fuel flow by a foreign object in the fuel tank.,Cessna,2011
